"predicate_id","mechanism_id","predicate_ordinal_within_mechanism","mechanism_predicate_count","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","independent_condition_summary","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status","review_status"
"US-CP-000697","US-CM-000331","3","4","US-AM-ATOM-000116","F4","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","applicable twenty-one-day decision window; Congress determines presidential inability; two-thirds vote of both Houses; alternate window anchor when Congress was not in session","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000698","US-CM-000331","4","4","US-AM-ATOM-000116","F4","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","applicable twenty-one-day decision window; Congress determines presidential inability; two-thirds vote of both Houses; alternate window anchor when Congress was not in session","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000699","US-CM-000332","1","1","US-AM-ATOM-000117","F1","UNITED-STATES/PRESIDENCY/INABILITY/ACTING-PRESIDENT-CONTINUATION","The Constitution establishes this authority, succession, or office-transition rule: the Vice President shall continue to discharge the same as Acting President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000700","US-CM-000333","1","1","US-AM-ATOM-000118","F1","UNITED-STATES/PRESIDENCY/INABILITY/PRESIDENTIAL-RESUMPTION","The Constitution establishes this authority, succession, or office-transition rule: otherwise, the President shall resume the powers and duties of his office.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000701","US-CM-000334","1","4","US-AM-ATOM-000119","F5","UNITED-STATES/VOTING/AGE-18","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen age eighteen-or-older qualification; voting right; United States-or-State actor; age prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000702","US-CM-000334","2","4","US-AM-ATOM-000119","F5","UNITED-STATES/VOTING/AGE-18","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen age eighteen-or-older qualification; voting right; United States-or-State actor; age prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000703","US-CM-000334","3","4","US-AM-ATOM-000119","F5","UNITED-STATES/VOTING/AGE-18","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen age eighteen-or-older qualification; voting right; United States-or-State actor; age prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000704","US-CM-000334","4","4","US-AM-ATOM-000119","F5","UNITED-STATES/VOTING/AGE-18","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen age eighteen-or-older qualification; voting right; United States-or-State actor; age prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000705","US-CM-000335","1","2","US-AM-ATOM-000120","F3","UNITED-STATES/CONGRESS/AMENDMENT-26/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000706","US-CM-000335","2","2","US-AM-ATOM-000120","F3","UNITED-STATES/CONGRESS/AMENDMENT-26/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000707","US-CM-000336","1","3","US-AM-ATOM-000121","F7","UNITED-STATES/CONGRESS/COMPENSATION/EFFECTIVE-DELAY","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: No law, varying the compensation for the services of the Senators and Representatives, shall take effect, until an election of Representatives shall have intervened.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","law varies congressional compensation; law cannot take effect immediately; intervening House election prerequisite","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000708","US-CM-000336","2","3","US-AM-ATOM-000121","F7","UNITED-STATES/CONGRESS/COMPENSATION/EFFECTIVE-DELAY","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: No law, varying the compensation for the services of the Senators and Representatives, shall take effect, until an election of Representatives shall have intervened.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","law varies congressional compensation; law cannot take effect immediately; intervening House election prerequisite","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
